data;ricoverati;terapia_intensiva;ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;guariti;deceduti;totale_casi;tamponi;casi_testati;ingressi_terapia_intensiva;totale_positivi_test_molecolare;totale_positivi_test_antigenico_rapido;tamponi_test_molecolare;tamponi_test_antigenico_rapido;diff_ricoverati;diff_terapia_intensiva;diff_ospedalizzati;diff_isolamento_domiciliare;diff_totale_positivi;diff_variazione_totale_positivi;diff_nuovi_positivi;diff_guariti;diff_deceduti;diff_totale_casi;diff_tamponi;diff_totale_positivi_test_molecolare;diff_totale_positivi_test_antigenico_rapido;diff_tamponi_test_molecolare;diff_tamponi_test_antigenico_rapido;diff_casi_testati
"2020-06-12";"3893";"227";"4120";"24877";"28997";"-1640";"163";"173085";"34223";"236305";"4514441";"2784196";"";"";"";"";"";"-238";"-9";"-247";"-1393";"-1640";"-567";"163";"1747";"56";"163";"70620";"0";"0";"0";"0";"37651"
"2020-06-13";"3747";"220";"3967";"23518";"27485";"-1512";"346";"174865";"34301";"236651";"4564191";"2817076";"";"";"";"";"";"-146";"-7";"-153";"-1359";"-1512";"128";"346";"1780";"78";"346";"49750";"0";"0";"0";"0";"32880"
"2020-06-14";"3594";"209";"3803";"22471";"26274";"-1211";"338";"176370";"34345";"236989";"4620718";"2846621";"";"";"";"";"";"-153";"-11";"-164";"-1047";"-1211";"301";"338";"1505";"44";"338";"56527";"0";"0";"0";"0";"29545"
"2020-06-15";"3489";"207";"3696";"22213";"25909";"-365";"303";"177010";"34371";"237290";"4648825";"2864084";"";"";"";"";"";"-105";"-2";"-107";"-258";"-365";"846";"303";"640";"26";"303";"28107";"0";"0";"0";"0";"17463"
"2020-06-16";"3301";"177";"3478";"21091";"24569";"-1340";"210";"178526";"34405";"237500";"4695707";"2891846";"";"";"";"";"";"-188";"-30";"-218";"-1122";"-1340";"-975";"210";"1516";"34";"210";"46882";"0";"0";"0";"0";"27762"
"2020-06-17";"3113";"163";"3276";"20649";"23925";"-644";"329";"179455";"34448";"237828";"4773408";"2925803";"";"";"";"";"";"-188";"-14";"-202";"-442";"-644";"696";"329";"929";"43";"329";"77701";"0";"0";"0";"0";"33957"
"2020-06-18";"2867";"168";"3035";"20066";"23101";"-824";"333";"180544";"34514";"238159";"4831562";"2958724";"";"";"";"";"";"-246";"5";"-241";"-583";"-824";"-180";"333";"1089";"66";"333";"58154";"0";"0";"0";"0";"32921"
"2020-06-19";"2632";"161";"2793";"18750";"21543";"-1558";"251";"181907";"34561";"238011";"4889103";"2987294";"";"";"";"";"";"-235";"-7";"-242";"-1316";"-1558";"-734";"251";"1363";"47";"251";"57541";"0";"0";"0";"0";"28570"
"2020-06-20";"2474";"152";"2626";"18586";"21212";"-331";"262";"182453";"34610";"238275";"4943825";"3017169";"";"";"";"";"";"-158";"-9";"-167";"-164";"-331";"1227";"262";"546";"49";"262";"54722";"0";"0";"0";"0";"29875"
"2020-06-21";"2314";"148";"2462";"18510";"20972";"-240";"224";"182893";"34634";"238499";"4984370";"3041750";"";"";"";"";"";"-160";"-4";"-164";"-76";"-240";"91";"224";"440";"24";"224";"40545";"0";"0";"0";"0";"24581"
"2020-06-22";"2038";"127";"2165";"18472";"20637";"-335";"218";"183426";"34657";"238720";"5013342";"3057902";"";"";"";"";"";"-276";"-21";"-297";"-38";"-335";"-95";"218";"533";"23";"218";"28972";"0";"0";"0";"0";"16152"
"2020-06-23";"1853";"115";"1968";"17605";"19573";"-1064";"122";"184585";"34675";"238833";"5053827";"3081127";"";"";"";"";"";"-185";"-12";"-197";"-867";"-1064";"-729";"122";"1159";"18";"122";"40485";"0";"0";"0";"0";"23225"
"2020-06-24";"1610";"107";"1717";"16938";"18655";"-918";"190";"186111";"34644";"239410";"5107093";"3111364";"";"";"";"";"";"-243";"-8";"-251";"-667";"-918";"146";"190";"1526";"-31";"190";"53266";"0";"0";"0";"0";"30237"
"2020-06-25";"1515";"103";"1618";"16685";"18303";"-352";"296";"186725";"34678";"239706";"5163154";"3140785";"";"";"";"";"";"-95";"-4";"-99";"-253";"-352";"566";"296";"614";"34";"296";"56061";"0";"0";"0";"0";"29421"
"2020-06-26";"1356";"105";"1461";"16177";"17638";"-665";"259";"187615";"34708";"239961";"5215922";"3169116";"";"";"";"";"";"-159";"2";"-157";"-508";"-665";"-313";"259";"890";"30";"259";"52768";"0";"0";"0";"0";"28331"
"2020-06-27";"1260";"97";"1357";"15479";"16836";"-802";"175";"188584";"34716";"240136";"5277273";"3198837";"";"";"";"";"";"-96";"-8";"-104";"-698";"-802";"-137";"175";"969";"8";"175";"61351";"0";"0";"0";"0";"29721"
"2020-06-28";"1160";"98";"1258";"15423";"16681";"-155";"174";"188891";"34738";"240310";"5314619";"3220020";"";"";"";"";"";"-100";"1";"-99";"-56";"-155";"647";"174";"307";"22";"174";"37346";"0";"0";"0";"0";"21183"
"2020-06-29";"1120";"96";"1216";"15280";"16496";"-185";"126";"189196";"34744";"240436";"5341837";"3235504";"";"";"";"";"";"-40";"-2";"-42";"-143";"-185";"-30";"126";"305";"6";"126";"27218";"0";"0";"0";"0";"15484"
"2020-06-30";"1090";"93";"1183";"14380";"15563";"-933";"142";"190248";"34767";"240578";"5390110";"3263975";"";"";"";"";"";"-30";"-3";"-33";"-900";"-933";"-748";"142";"1052";"23";"142";"48273";"0";"0";"0";"0";"28471"
"2020-07-01";"1025";"87";"1112";"14143";"15255";"-308";"187";"190717";"34788";"240760";"5445476";"3293300";"";"";"";"";"";"-65";"-6";"-71";"-237";"-308";"625";"187";"469";"21";"187";"55366";"0";"0";"0";"0";"29325"
"2020-07-02";"963";"82";"1045";"14015";"15060";"-195";"201";"191083";"34818";"240961";"5498719";"3322447";"";"";"";"";"";"-62";"-5";"-67";"-128";"-195";"113";"201";"366";"30";"201";"53243";"0";"0";"0";"0";"29147"
"2020-07-03";"956";"79";"1035";"13849";"14884";"-176";"223";"191467";"34833";"241184";"5548815";"3348127";"";"";"";"";"";"-7";"-3";"-10";"-166";"-176";"19";"223";"384";"15";"223";"50096";"0";"0";"0";"0";"25680"
"2020-07-04";"940";"71";"1011";"13610";"14621";"-263";"235";"191944";"34854";"241419";"5600826";"3377073";"";"";"";"";"";"-16";"-8";"-24";"-239";"-263";"-87";"235";"477";"21";"235";"52011";"0";"0";"0";"0";"28946"
"2020-07-05";"945";"74";"1019";"13623";"14642";"21";"192";"192108";"34861";"241611";"5638288";"3398239";"";"";"";"";"";"5";"3";"8";"13";"21";"284";"192";"164";"7";"192";"37462";"0";"0";"0";"0";"21166"
"2020-07-06";"946";"72";"1018";"13691";"14709";"67";"208";"192241";"34869";"241819";"5660454";"3412010";"";"";"";"";"";"1";"-2";"-1";"68";"67";"46";"208";"133";"8";"208";"22166";"0";"0";"0";"0";"13771"
"2020-07-07";"940";"70";"1010";"13232";"14242";"-467";"138";"192815";"34899";"241956";"5703673";"3434500";"";"";"";"";"";"-6";"-2";"-8";"-459";"-467";"-534";"138";"574";"30";"138";"43219";"0";"0";"0";"0";"22490"
"2020-07-08";"899";"71";"970";"12625";"13595";"-647";"193";"193640";"34914";"242149";"5754116";"3463179";"";"";"";"";"";"-41";"1";"-40";"-607";"-647";"-180";"193";"825";"15";"193";"50443";"0";"0";"0";"0";"28679"
"2020-07-09";"871";"69";"940";"12519";"13459";"-136";"229";"193978";"34926";"242363";"5806668";"3493126";"";"";"";"";"";"-28";"-2";"-30";"-106";"-136";"511";"229";"338";"12";"229";"52552";"0";"0";"0";"0";"29947"
"2020-07-10";"844";"65";"909";"12519";"13428";"-31";"276";"194273";"34938";"242639";"5854621";"3520377";"";"";"";"";"";"-27";"-4";"-31";"0";"-31";"105";"276";"295";"12";"276";"47953";"0";"0";"0";"0";"27251"
"2020-07-11";"826";"67";"893";"12410";"13303";"-125";"188";"194579";"34945";"242827";"5900552";"3545826";"";"";"";"";"";"-18";"2";"-16";"-109";"-125";"-94";"188";"306";"7";"188";"45931";"0";"0";"0";"0";"25449"
"2020-07-12";"776";"68";"844";"12335";"13179";"-124";"234";"194928";"34954";"243061";"5938811";"3568887";"";"";"";"";"";"-50";"1";"-49";"-75";"-124";"1";"234";"349";"9";"234";"38259";"0";"0";"0";"0";"23061"
"2020-07-13";"768";"65";"833";"12324";"13157";"-22";"169";"195106";"34967";"243230";"5962744";"3582893";"";"";"";"";"";"-8";"-3";"-11";"-11";"-22";"102";"169";"178";"13";"169";"23933";"0";"0";"0";"0";"14006"
"2020-07-14";"777";"60";"837";"12082";"12919";"-238";"114";"195441";"34984";"243344";"6004611";"3607115";"";"";"";"";"";"9";"-5";"4";"-242";"-238";"-216";"114";"335";"17";"114";"41867";"0";"0";"0";"0";"24222"
"2020-07-15";"797";"57";"854";"11639";"12493";"-426";"163";"196016";"34997";"243506";"6053060";"3635507";"";"";"";"";"";"20";"-3";"17";"-443";"-426";"-188";"163";"575";"13";"163";"48449";"0";"0";"0";"0";"28392"
"2020-07-16";"750";"53";"803";"11670";"12473";"-20";"230";"196246";"35017";"243736";"6103492";"3663596";"";"";"";"";"";"-47";"-4";"-51";"31";"-20";"406";"230";"230";"20";"230";"50432";"0";"0";"0";"0";"28089"
"2020-07-17";"771";"50";"821";"11635";"12456";"-17";"233";"196483";"35028";"243967";"6154259";"3692257";"";"";"";"";"";"21";"-3";"18";"-35";"-17";"3";"233";"237";"11";"233";"50767";"0";"0";"0";"0";"28661"
"2020-07-18";"757";"50";"807";"11561";"12368";"-88";"249";"196806";"35042";"244216";"6202524";"3719826";"";"";"";"";"";"-14";"0";"-14";"-74";"-88";"-71";"249";"323";"14";"249";"48265";"0";"0";"0";"0";"27569"
"2020-07-19";"743";"49";"792";"11648";"12440";"72";"219";"196949";"35045";"244434";"6238049";"3740447";"";"";"";"";"";"-14";"-1";"-15";"87";"72";"160";"219";"143";"3";"219";"35525";"0";"0";"0";"0";"20621"
"2020-07-20";"745";"47";"792";"11612";"12404";"-36";"190";"197162";"35058";"244624";"6262302";"3754568";"";"";"";"";"";"2";"-2";"0";"-36";"-36";"-108";"190";"213";"13";"190";"24253";"0";"0";"0";"0";"14121"
"2020-07-21";"732";"49";"781";"11467";"12248";"-156";"129";"197431";"35073";"244752";"6305412";"3778483";"";"";"";"";"";"-13";"2";"-11";"-145";"-156";"-120";"129";"269";"15";"129";"43110";"0";"0";"0";"0";"23915"
"2020-07-22";"724";"48";"772";"11550";"12322";"74";"282";"197628";"35082";"245032";"6354730";"3807771";"";"";"";"";"";"-8";"-1";"-9";"83";"74";"230";"282";"197";"9";"282";"49318";"0";"0";"0";"0";"29288"
"2020-07-23";"713";"49";"762";"11642";"12404";"82";"306";"197842";"35092";"245338";"6415041";"3840789";"";"";"";"";"";"-11";"1";"-10";"92";"82";"8";"306";"214";"10";"306";"60311";"0";"0";"0";"0";"33018"
"2020-07-24";"713";"46";"759";"11542";"12301";"-103";"252";"198192";"35097";"245590";"6468375";"3869759";"";"";"";"";"";"0";"-3";"-3";"-100";"-103";"-185";"252";"350";"5";"252";"53334";"0";"0";"0";"0";"28970"
"2020-07-25";"731";"41";"772";"11670";"12442";"141";"275";"198320";"35102";"245864";"6520046";"3897818";"";"";"";"";"";"18";"-5";"13";"128";"141";"244";"275";"128";"5";"275";"51671";"0";"0";"0";"0";"28059"
"2020-07-26";"735";"44";"779";"11786";"12565";"123";"255";"198446";"35107";"246118";"6560572";"3922995";"";"";"";"";"";"4";"3";"7";"116";"123";"-18";"255";"126";"5";"255";"40526";"0";"0";"0";"0";"25177"
"2020-07-27";"740";"45";"785";"11796";"12581";"16";"170";"198593";"35112";"246286";"6586123";"3942369";"";"";"";"";"";"5";"1";"6";"10";"16";"-107";"170";"147";"5";"170";"25551";"0";"0";"0";"0";"19374"
"2020-07-28";"749";"40";"789";"11820";"12609";"28";"212";"198756";"35123";"246488";"6634293";"3967710";"";"";"";"";"";"9";"-5";"4";"24";"28";"12";"212";"163";"11";"212";"48170";"0";"0";"0";"0";"25341"
"2020-07-29";"731";"38";"769";"11847";"12616";"7";"289";"199031";"35129";"246776";"6690311";"3998585";"";"";"";"";"";"-18";"-2";"-20";"27";"7";"-21";"289";"275";"6";"289";"56018";"0";"0";"0";"0";"30875"
"2020-07-30";"748";"47";"795";"11435";"12230";"-386";"386";"199796";"35132";"247158";"6752169";"4031981";"";"";"";"";"";"17";"9";"26";"-412";"-386";"-393";"386";"765";"3";"386";"61858";"0";"0";"0";"0";"33396"
"2020-07-31";"716";"41";"757";"11665";"12422";"192";"379";"199974";"35141";"247537";"6813113";"4061667";"";"";"";"";"";"-32";"-6";"-38";"230";"192";"578";"379";"178";"9";"379";"60944";"0";"0";"0";"0";"29686"
"2020-08-01";"705";"43";"748";"11709";"12457";"35";"295";"200229";"35146";"247832";"6873496";"4093572";"";"";"";"";"";"-11";"2";"-9";"44";"35";"-157";"295";"255";"5";"295";"60383";"0";"0";"0";"0";"31905"
"2020-08-02";"708";"42";"750";"11706";"12456";"-1";"239";"200460";"35154";"248070";"6916765";"4118068";"";"";"";"";"";"3";"-1";"2";"-3";"-1";"-36";"239";"231";"8";"239";"43269";"0";"0";"0";"0";"24496"
"2020-08-03";"734";"41";"775";"11699";"12474";"18";"159";"200589";"35166";"248229";"6940801";"4131535";"";"";"";"";"";"26";"-1";"25";"-7";"18";"19";"159";"129";"12";"159";"24036";"0";"0";"0";"0";"13467"
"2020-08-04";"761";"41";"802";"11680";"12482";"8";"190";"200766";"35171";"248419";"6984589";"4155026";"";"";"";"";"";"27";"0";"27";"-19";"8";"-10";"190";"177";"5";"190";"43788";"0";"0";"0";"0";"23491"
"2020-08-05";"764";"41";"805";"11841";"12646";"164";"384";"200976";"35181";"248803";"7041040";"4184765";"";"";"";"";"";"3";"0";"3";"161";"164";"156";"384";"210";"10";"384";"56451";"0";"0";"0";"0";"29739"
"2020-08-06";"762";"42";"804";"11890";"12694";"48";"402";"201323";"35187";"249204";"7099713";"4216934";"";"";"";"";"";"-2";"1";"-1";"49";"48";"-116";"402";"347";"6";"402";"58673";"0";"0";"0";"0";"32169"
"2020-08-07";"779";"42";"821";"12103";"12924";"230";"552";"201642";"35190";"249756";"7158909";"4247326";"";"";"";"";"";"17";"0";"17";"213";"230";"182";"552";"319";"3";"552";"59196";"0";"0";"0";"0";"30392"
"2020-08-08";"771";"43";"814";"12139";"12953";"29";"347";"201947";"35203";"250103";"7212207";"4273957";"";"";"";"";"";"-8";"1";"-7";"36";"29";"-201";"347";"305";"13";"347";"53298";"0";"0";"0";"0";"26631"
"2020-08-09";"763";"45";"808";"12455";"13263";"310";"463";"202098";"35205";"250566";"7249844";"4296730";"";"";"";"";"";"-8";"2";"-6";"316";"310";"281";"463";"151";"2";"463";"37637";"0";"0";"0";"0";"22773"
"2020-08-10";"779";"46";"825";"12543";"13368";"105";"259";"202248";"35209";"250825";"7276276";"4307634";"";"";"";"";"";"16";"1";"17";"88";"105";"-205";"259";"150";"4";"259";"26432";"0";"0";"0";"0";"10904"
"2020-08-11";"801";"49";"850";"12711";"13561";"193";"412";"202461";"35215";"251237";"7316918";"4329697";"";"";"";"";"";"22";"3";"25";"168";"193";"88";"412";"213";"6";"412";"40642";"0";"0";"0";"0";"22063"
"2020-08-12";"779";"53";"832";"12959";"13791";"230";"481";"202697";"35225";"251713";"7369576";"4357027";"";"";"";"";"";"-22";"4";"-18";"248";"230";"37";"481";"236";"10";"481";"52658";"0";"0";"0";"0";"27330"
"2020-08-13";"786";"55";"841";"13240";"14081";"290";"523";"202923";"35231";"252235";"7420764";"4382656";"";"";"";"";"";"7";"2";"9";"281";"290";"60";"523";"226";"6";"523";"51188";"0";"0";"0";"0";"25629"
"2020-08-14";"771";"56";"827";"13422";"14249";"168";"574";"203326";"35234";"252809";"7467487";"4407524";"";"";"";"";"";"-15";"1";"-14";"182";"168";"-122";"574";"403";"3";"574";"46723";"0";"0";"0";"0";"24868"
"2020-08-15";"764";"55";"819";"13587";"14406";"157";"629";"203640";"35392";"253438";"7520610";"4433461";"";"";"";"";"";"-7";"-1";"-8";"165";"157";"-11";"629";"314";"158";"629";"53123";"0";"0";"0";"0";"25937"
"2020-08-16";"787";"56";"843";"13890";"14733";"327";"479";"203786";"35396";"253915";"7557417";"4455931";"";"";"";"";"";"23";"1";"24";"303";"327";"170";"479";"146";"4";"479";"36807";"0";"0";"0";"0";"22470"
"2020-08-17";"810";"58";"868";"13999";"14867";"134";"320";"203968";"35400";"254235";"7588083";"4477310";"";"";"";"";"";"23";"2";"25";"109";"134";"-193";"320";"182";"4";"320";"30666";"0";"0";"0";"0";"21379"
"2020-08-18";"843";"58";"901";"14188";"15089";"222";"403";"204142";"35405";"254636";"7642059";"4509997";"";"";"";"";"";"33";"0";"33";"189";"222";"88";"403";"174";"5";"403";"53976";"0";"0";"0";"0";"32687"
"2020-08-19";"866";"66";"932";"14428";"15360";"271";"642";"204506";"35412";"255278";"7713154";"4551287";"";"";"";"";"";"23";"8";"31";"240";"271";"49";"642";"364";"7";"642";"71095";"0";"0";"0";"0";"41290"
"2020-08-20";"883";"68";"951";"15063";"16014";"654";"845";"204686";"35418";"256118";"7790596";"4600949";"";"";"";"";"";"17";"2";"19";"635";"654";"383";"845";"180";"6";"845";"77442";"0";"0";"0";"0";"49662"
"2020-08-21";"919";"69";"988";"15690";"16678";"664";"947";"204960";"35427";"257065";"7862592";"4645892";"";"";"";"";"";"36";"1";"37";"627";"664";"10";"947";"274";"9";"947";"71996";"0";"0";"0";"0";"44943"
"2020-08-22";"924";"64";"988";"16515";"17503";"825";"1071";"205203";"35430";"258136";"7940266";"4692505";"";"";"";"";"";"5";"-5";"0";"825";"825";"161";"1071";"243";"3";"1071";"77674";"0";"0";"0";"0";"46613"
"2020-08-23";"971";"69";"1040";"17398";"18438";"935";"1210";"205470";"35437";"259345";"8007637";"4739968";"";"";"";"";"";"47";"5";"52";"883";"935";"110";"1210";"267";"7";"1210";"67371";"0";"0";"0";"0";"47463"
"2020-08-24";"1045";"65";"1110";"18085";"19195";"757";"953";"205662";"35441";"260298";"8053551";"4773326";"";"";"";"";"";"74";"-4";"70";"687";"757";"-178";"953";"192";"4";"953";"45914";"0";"0";"0";"0";"33358"
"2020-08-25";"1058";"66";"1124";"18590";"19714";"519";"878";"206015";"35445";"261174";"8125892";"4819124";"";"";"";"";"";"13";"1";"14";"505";"519";"-238";"878";"353";"4";"878";"72341";"0";"0";"0";"0";"45798"
"2020-08-26";"1055";"69";"1124";"19629";"20753";"1039";"1367";"206329";"35458";"262540";"8219421";"4877178";"";"";"";"";"";"-3";"3";"0";"1039";"1039";"520";"1367";"314";"13";"1367";"93529";"0";"0";"0";"0";"58054"
"2020-08-27";"1131";"67";"1198";"20734";"21932";"1179";"1411";"206554";"35463";"263949";"8313445";"4934818";"";"";"";"";"";"76";"-2";"74";"1105";"1179";"140";"1411";"225";"5";"1411";"94024";"0";"0";"0";"0";"57640"
"2020-08-28";"1178";"74";"1252";"21783";"23035";"1103";"1462";"206902";"35472";"265409";"8410510";"4999953";"";"";"";"";"";"47";"7";"54";"1049";"1103";"-76";"1462";"348";"9";"1462";"97065";"0";"0";"0";"0";"65135"
"2020-08-29";"1168";"79";"1247";"22909";"24156";"1121";"1444";"207224";"35473";"266853";"8509618";"5064247";"";"";"";"";"";"-10";"5";"-5";"1126";"1121";"18";"1444";"322";"1";"1444";"99108";"0";"0";"0";"0";"64294"
"2020-08-30";"1251";"86";"1337";"23868";"25205";"1049";"1365";"207536";"35477";"268218";"8586341";"5117788";"";"";"";"";"";"83";"7";"90";"959";"1049";"-72";"1365";"312";"4";"1365";"76723";"0";"0";"0";"0";"53541"
"2020-08-31";"1288";"94";"1382";"24696";"26078";"873";"996";"207653";"35483";"269214";"8644859";"5160371";"";"";"";"";"";"37";"8";"45";"828";"873";"-176";"996";"117";"6";"996";"58518";"0";"0";"0";"0";"42583"
"2020-09-01";"1380";"107";"1487";"25267";"26754";"676";"978";"207944";"35491";"270189";"8725909";"5214766";"";"";"";"";"";"92";"13";"105";"571";"676";"-197";"978";"291";"8";"978";"81050";"0";"0";"0";"0";"54395"
"2020-09-02";"1437";"109";"1546";"26271";"27817";"1063";"1326";"208201";"35497";"271515";"8828868";"5280948";"";"";"";"";"";"57";"2";"59";"1004";"1063";"387";"1326";"257";"6";"1326";"102959";"0";"0";"0";"0";"66182"
"2020-09-03";"1505";"120";"1625";"27290";"28915";"1098";"1397";"208490";"35507";"272912";"8921658";"5342150";"";"";"";"";"";"68";"11";"79";"1019";"1098";"35";"1397";"289";"10";"1397";"92790";"0";"0";"0";"0";"61202"
"2020-09-04";"1607";"121";"1728";"28371";"30099";"1184";"1733";"209027";"35518";"274644";"9034743";"5414708";"";"";"";"";"";"102";"1";"103";"1081";"1184";"86";"1733";"537";"11";"1733";"113085";"0";"0";"0";"0";"72558"
"2020-09-05";"1620";"121";"1741";"29453";"31194";"1095";"1694";"209610";"35533";"276337";"9142401";"5484345";"";"";"";"";"";"13";"0";"13";"1082";"1095";"-89";"1694";"583";"15";"1694";"107658";"0";"0";"0";"0";"69637"
"2020-09-06";"1683";"133";"1816";"30262";"32078";"884";"1297";"210015";"35541";"277634";"9219257";"5538028";"";"";"";"";"";"63";"12";"75";"809";"884";"-211";"1297";"405";"8";"1297";"76856";"0";"0";"0";"0";"53683"
"2020-09-07";"1719";"142";"1861";"31132";"32993";"915";"1108";"210238";"35553";"278784";"9271810";"5578731";"";"";"";"";"";"36";"9";"45";"870";"915";"31";"1108";"223";"12";"1108";"52553";"0";"0";"0";"0";"40703"
"2020-09-08";"1760";"143";"1903";"31886";"33789";"796";"1370";"210801";"35563";"280153";"9364213";"5636663";"";"";"";"";"";"41";"1";"42";"754";"796";"-119";"1370";"563";"10";"1370";"92403";"0";"0";"0";"0";"57932"
"2020-09-09";"1778";"150";"1928";"32806";"34734";"945";"1434";"211272";"35577";"281583";"9460203";"5699709";"";"";"";"";"";"18";"7";"25";"920";"945";"149";"1434";"471";"14";"1434";"95990";"0";"0";"0";"0";"63046"
"2020-09-10";"1836";"164";"2000";"33708";"35708";"974";"1597";"211885";"35587";"283180";"9554389";"5757488";"";"";"";"";"";"58";"14";"72";"902";"974";"29";"1597";"613";"10";"1597";"94186";"0";"0";"0";"0";"57779"
"2020-09-11";"1849";"175";"2024";"34743";"36767";"1059";"1616";"212432";"35597";"284796";"9653269";"5818910";"";"";"";"";"";"13";"11";"24";"1035";"1059";"85";"1616";"547";"10";"1616";"98880";"0";"0";"0";"0";"61422"
"2020-09-12";"1951";"182";"2133";"35370";"37503";"736";"1501";"213191";"35603";"286297";"9745975";"5875462";"";"";"";"";"";"102";"7";"109";"627";"736";"-323";"1501";"759";"6";"1501";"92706";"0";"0";"0";"0";"56552"
"2020-09-13";"2042";"187";"2229";"36280";"38509";"1006";"1458";"213634";"35610";"287753";"9818118";"5924322";"";"";"";"";"";"91";"5";"96";"910";"1006";"270";"1458";"443";"7";"1458";"72143";"0";"0";"0";"0";"48860"
"2020-09-14";"2122";"197";"2319";"36868";"39187";"678";"1008";"213950";"35624";"288761";"9863427";"5956171";"";"";"";"";"";"80";"10";"90";"588";"678";"-328";"1008";"316";"14";"1008";"45309";"0";"0";"0";"0";"31849"
"2020-09-15";"2222";"201";"2423";"37289";"39712";"525";"1229";"214645";"35633";"289990";"9943944";"6006675";"";"";"";"";"";"100";"4";"104";"421";"525";"-153";"1229";"695";"9";"1229";"80517";"0";"0";"0";"0";"50504"
"2020-09-16";"2285";"207";"2492";"38040";"40532";"820";"1452";"215265";"35645";"291442";"10044551";"6064792";"";"";"";"";"";"63";"6";"69";"751";"820";"295";"1452";"620";"12";"1452";"100607";"0";"0";"0";"0";"58117"
"2020-09-17";"2348";"212";"2560";"38853";"41413";"881";"1585";"215954";"35658";"293025";"10146324";"6127243";"";"";"";"";"";"63";"5";"68";"813";"881";"61";"1585";"689";"13";"1585";"101773";"0";"0";"0";"0";"62451"
"2020-09-18";"2387";"208";"2595";"39862";"42457";"1044";"1907";"216807";"35668";"294932";"10246163";"6187258";"";"";"";"";"";"39";"-4";"35";"1009";"1044";"163";"1907";"853";"10";"1907";"99839";"0";"0";"0";"0";"60015"
"2020-09-19";"2380";"215";"2595";"40566";"43161";"704";"1638";"217716";"35692";"296569";"10349386";"6248028";"";"";"";"";"";"-7";"7";"0";"704";"704";"-340";"1638";"909";"24";"1638";"103223";"0";"0";"0";"0";"60770"
"2020-09-20";"2365";"222";"2587";"41511";"44098";"937";"1587";"218351";"35707";"298156";"10432814";"6302761";"";"";"";"";"";"-15";"7";"-8";"945";"937";"233";"1587";"635";"15";"1587";"83428";"0";"0";"0";"0";"54733"
"2020-09-21";"2475";"232";"2707";"42372";"45079";"981";"1350";"218703";"35724";"299506";"10488676";"6342654";"";"";"";"";"";"110";"10";"120";"861";"981";"44";"1350";"352";"17";"1350";"55862";"0";"0";"0";"0";"39893"
"2020-09-22";"2604";"239";"2843";"42646";"45489";"410";"1392";"219670";"35738";"300897";"10575979";"6391999";"";"";"";"";"";"129";"7";"136";"274";"410";"-571";"1392";"967";"14";"1392";"87303";"0";"0";"0";"0";"49345"
"2020-09-23";"2658";"244";"2902";"43212";"46114";"625";"1640";"220665";"35758";"302537";"10679675";"6455762";"";"";"";"";"";"54";"5";"59";"566";"625";"215";"1640";"995";"20";"1640";"103696";"0";"0";"0";"0";"63763"
"2020-09-24";"2731";"246";"2977";"43803";"46780";"666";"1786";"221762";"35781";"304323";"10787694";"6520661";"";"";"";"";"";"73";"2";"75";"591";"666";"41";"1786";"1097";"23";"1786";"108019";"0";"0";"0";"0";"64899"
"2020-09-25";"2737";"244";"2981";"44737";"47718";"938";"1912";"222716";"35801";"306235";"10894963";"6584670";"";"";"";"";"";"6";"-2";"4";"934";"938";"272";"1912";"954";"20";"1912";"107269";"0";"0";"0";"0";"64009"
"2020-09-26";"2746";"247";"2993";"45600";"48593";"875";"1869";"223693";"35818";"308104";"10999350";"6646695";"";"";"";"";"";"9";"3";"12";"863";"875";"-63";"1869";"977";"17";"1869";"104387";"0";"0";"0";"0";"62025"
"2020-09-27";"2846";"254";"3100";"46518";"49618";"1025";"1766";"224417";"35835";"309870";"11087064";"6700432";"";"";"";"";"";"100";"7";"107";"918";"1025";"150";"1766";"724";"17";"1766";"87714";"0";"0";"0";"0";"53737"
"2020-09-28";"2977";"264";"3241";"47082";"50323";"705";"1494";"225190";"35851";"311364";"11138173";"6732777";"";"";"";"";"";"131";"10";"141";"564";"705";"-320";"1494";"773";"16";"1494";"51109";"0";"0";"0";"0";"32345"
"2020-09-29";"3048";"271";"3319";"47311";"50630";"307";"1648";"226506";"35875";"313011";"11228358";"6786395";"";"";"";"";"";"71";"7";"78";"229";"307";"-398";"1648";"1316";"24";"1648";"90185";"0";"0";"0";"0";"53618"
"2020-09-30";"3047";"280";"3327";"47936";"51263";"633";"1851";"227704";"35894";"314861";"11333922";"6848755";"";"";"";"";"";"-1";"9";"8";"625";"633";"326";"1851";"1198";"19";"1851";"105564";"0";"0";"0";"0";"62360"
"2020-10-01";"3097";"291";"3388";"49259";"52647";"1384";"2548";"228844";"35918";"317409";"11452158";"6916588";"";"";"";"";"";"50";"11";"61";"1323";"1384";"751";"2548";"1140";"24";"2548";"118236";"0";"0";"0";"0";"67833"
"2020-10-02";"3142";"294";"3436";"50561";"53997";"1350";"2499";"229970";"35941";"319908";"11572459";"6988317";"";"";"";"";"";"45";"3";"48";"1302";"1350";"-34";"2499";"1126";"23";"2499";"120301";"0";"0";"0";"0";"71729"
"2020-10-03";"3205";"297";"3502";"52064";"55566";"1569";"2844";"231217";"35968";"322751";"11691391";"7057949";"";"";"";"";"";"63";"3";"66";"1503";"1569";"219";"2844";"1247";"27";"2844";"118932";"0";"0";"0";"0";"69632"
